Date,Article Count,Mean Author Count,Std Author Count,Min Author Count,25% Percentile,50% Percentile,75% Percentile,Max Author Count
2020-06-21,158847.0,5.606501853985281,18.54558764986618,1.0,2.0,4.0,7.0,3572.0
2020-06-20,158721.0,5.607594458200238,18.55543215706988,1.0,2.0,4.0,7.0,3572.0
2020-06-19,158274.0,5.609935933886804,18.57869692608176,1.0,2.0,4.0,7.0,3572.0
2020-06-18,157712.0,5.6108285989652025,18.60908396501652,1.0,2.0,4.0,7.0,3572.0
2020-06-17,157394.0,5.612672655882689,18.63456862895424,1.0,2.0,4.0,7.0,3572.0
2020-06-16,146525.0,5.623797986691691,19.252929285550383,1.0,2.0,4.0,7.0,3572.0
2020-06-15,142905.0,5.633329834505441,19.47835967475285,1.0,2.0,4.0,7.0,3572.0
2020-06-14,142436.0,5.636026004661743,19.50815905486457,1.0,2.0,4.0,7.0,3572.0
2020-06-13,141575.0,5.624813702984284,19.55608941927406,1.0,2.0,4.0,7.0,3572.0
2020-06-12,140780.0,5.621679215797698,19.60862249002579,1.0,2.0,4.0,7.0,3572.0
2020-06-11,140499.0,5.617790873956398,19.609247657748995,1.0,2.0,4.0,7.0,3572.0
2020-06-10,139792.0,5.62432757239327,19.672637057294185,1.0,2.0,4.0,7.0,3572.0
2020-06-09,138794.0,5.631936539043474,19.72881329231621,1.0,2.0,4.0,7.0,3572.0
2020-06-08,137411.0,5.641557080583068,19.83226827907686,1.0,2.0,4.0,7.0,3572.0
2020-06-07,136583.0,5.6459002950586825,19.87624513702108,1.0,2.0,4.0,7.0,3572.0
2020-06-06,136136.0,5.649482870071106,19.91653388668979,1.0,2.0,4.0,7.0,3572.0
2020-06-05,136082.0,5.647638923590188,19.918711113062468,1.0,2.0,4.0,7.0,3572.0
2020-06-04,135803.0,5.64640692768201,19.9239570357433,1.0,2.0,4.0,7.0,3572.0
2020-06-03,135149.0,5.649512759990825,19.96389401542047,1.0,2.0,4.0,7.0,3572.0
2020-06-02,141109.0,5.622440808169571,19.570361488898275,1.0,2.0,4.0,7.0,3572.0
2020-06-01,140532.0,5.628191443941593,19.85253496611597,1.0,2.0,4.0,7.0,3572.0
2020-05-31,139952.0,5.624321195838573,19.640545660180724,1.0,2.0,4.0,7.0,3572.0
2020-05-30,139061.0,5.630183876140687,19.695571122284075,1.0,2.0,4.0,7.0,3572.0
2020-05-29,138807.0,5.636034205767721,19.71778742044778,1.0,2.0,4.0,7.0,3572.0
2020-05-28,137326.0,5.640607022705096,19.811787350825146,1.0,2.0,4.0,7.0,3572.0
2020-05-27,136067.0,5.642029294391733,19.894699490726584,1.0,2.0,4.0,7.0,3572.0
2020-05-26,134206.0,5.657928855639837,20.033282949902816,1.0,2.0,4.0,7.0,3572.0
2020-05-19,128492.0,5.652756591850077,20.43481711255141,1.0,2.0,4.0,7.0,3572.0
2020-05-12,63571.0,5.5888848688867565,22.9256152984021,1.0,2.0,4.0,7.0,3572.0
2020-05-01,59887.0,5.591547414296926,23.58595051662256,1.0,2.0,4.0,7.0,3572.0
2020-04-24,57366.0,5.590576299550256,24.00886224183824,1.0,2.0,4.0,7.0,3572.0
2020-04-17,52398.0,5.633440207641513,25.07100076229317,1.0,2.0,4.0,7.0,3572.0
2020-04-10,51078.0,5.643603899917773,25.37370325268254,1.0,2.0,4.0,7.0,3572.0
2020-04-03,47298.0,5.739016448898473,26.32794635009196,1.0,2.0,4.0,7.0,3572.0
2020-03-27,45774.0,5.7641018919037,26.744129046006428,1.0,2.0,4.0,7.0,3572.0
2020-03-20,44220.0,5.654681139755767,27.285280095575963,1.0,2.0,4.0,7.0,3572.0
